arm,fusion,calibration,seed,auroc,auprc,brier,nll,ece,mce,cal_slope,cal_intercept,sensitivity,specificity,ppv,npv,f1,kappa,threshold
clinical,-,isotonic,4,0.5488565488565489,0.6121932277104691,0.25891817210798707,0.72748992511737,0.1719126687954663,0.39679200302781786,0.20256128756400596,0.22947627256223513,0.40540540540540543,0.6153846153846154,0.6,0.42105263157894735,0.4838709677419355,0.01945525291828787,0.6170409917831421
fusion,gated,uncalibrated,0,0.5883575883575884,0.6577876550366193,0.24002059170363158,0.6730238157454838,0.01892262791830393,0.05700868368148804,3.3490813788870617,-0.5622718581570189,0.10810810810810811,0.8846153846153846,0.5714285714285714,0.4107142857142857,0.18181818181818182,-0.006211180124223725,0.5955907702445984
fusion,gated,temperature,0,0.5883575883575884,0.6577876550366193,0.23945178546731885,0.6718374964989919,0.023038088996666005,0.07837739762298779,2.9239988457245447,-0.5609869282857232,0.2972972972972973,0.8076923076923077,0.6875,0.44680851063829785,0.41509433962264153,0.09373549883990728,0.5955907702445984
fusion,gated,platt,0,0.41164241164241167,0.5308578429207449,0.25403012969771244,0.7026253070586522,0.10416332361190234,0.7190690651474679,-1.2475506995390162,0.8518554482373581,0.4594594594594595,0.38461538461538464,0.5151515151515151,0.3333333333333333,0.4857142857142857,-0.15243902439024382,0.5955907702445984
fusion,gated,isotonic,0,0.4792099792099792,0.5855855855855856,0.2436774659252088,0.6806138208534198,0.02617387977831799,0.159508969849957,-0.49389017687560993,0.5572146425111393,0.10810810810810811,0.8461538461538461,0.5,0.4,0.17777777777777778,-0.03923316986179204,0.5955907702445984
fusion,gated,uncalibrated,1,0.48736842105263156,0.5854374401550241,0.2447240230627605,0.6825907129129813,0.06839127767653697,0.06839127767653697,-1.4474349845161167,0.6211802675204899,0.02631578947368421,0.92,0.3333333333333333,0.38333333333333336,0.04878048780487805,-0.043312101910828016,0.5596835017204285
fusion,gated,temperature,1,0.48736842105263156,0.5854374401550241,0.246366607917179,0.6858781685614326,0.08134680462141242,0.08134680462141242,-2.335217039769217,0.6237268365583218,0.0,1.0,,0.3968253968253968,0.0,0.0,0.5596835017204285
fusion,gated,platt,1,0.5126315789473684,0.5943333334794114,0.24232744810872647,0.6791847794631708,0.0766266594431549,0.6272501297296373,0.2320832194523358,0.32714473042139136,0.7631578947368421,0.36,0.6444444444444445,0.5,0.6987951807228916,0.12935323383084585,0.5596835017204285
fusion,gated,isotonic,1,0.4536842105263158,0.5960735171261488,0.24340458131227616,0.6803282763540844,0.0672234057994664,0.4129352633047809,-4.53730854961601,2.042442744363063,1.0,0.0,0.6031746031746031,,0.7524752475247525,0.0,0.5596835017204285
fusion,gated,uncalibrated,2,0.5114345114345115,0.6225993536963326,0.24745070335885647,0.6886409617229167,0.06155184384376285,0.348542183637619,0.19578314130205338,0.2699150344212972,0.21621621621621623,0.8076923076923077,0.6153846153846154,0.42,0.32,0.02102376599634359,0.660575270652771
fusion,gated,temperature,2,0.5114345114345115,0.6225993536963326,0.2542277878857549,0.7083241291864277,0.0672568701163892,0.44965767963434333,0.13497790016779812,0.2699259319898432,0.35135135135135137,0.6538461538461539,0.5909090909090909,0.4146341463414634,0.4406779661016949,0.00478697941598849,0.660575270652771
fusion,gated,platt,2,0.5114345114345115,0.6225993536963326,0.25997727974994667,0.7255794840847448,0.10228882276934892,0.46179023420310317,0.10034440332372493,0.2981125321282775,0.32432432432432434,0.6923076923076923,0.6,0.4186046511627907,0.42105263157894735,0.015158692562766363,0.660575270652771
fusion,gated,isotonic,2,0.5,0.5946122189316382,0.2773612176752996,1.6126414776486349,0.15459738982354843,0.6957473005420647,0.014952393607785197,0.3088653535655875,0.35135135135135137,0.6538461538461539,0.5909090909090909,0.4146341463414634,0.4406779661016949,0.00478697941598849,0.660575270652771
fusion,gated,uncalibrated,3,0.5062370062370063,0.5890484482589873,0.25465075674053916,0.7099491420641287,0.07934376975846669,0.3343004286289215,-0.13954713088123052,0.4297011182165517,0.6486486486486487,0.4230769230769231,0.6153846153846154,0.4583333333333333,0.631578947368421,0.0725552050473186,0.5847503542900085
fusion,gated,temperature,3,0.5062370062370063,0.5890484482589873,0.24985289461130292,0.6955717057807603,0.06790794484702042,0.2562116499019985,-0.18619203742455726,0.42983757887556195,0.5675675675675675,0.5,0.6176470588235294,0.4482758620689655,0.5915492957746479,0.06642820643842617,0.5847503542900085
fusion,gated,platt,3,0.5062370062370063,0.5890484482589873,0.24528793825293585,0.6843264706765914,0.07307426349671144,0.7073773535402917,-0.3842415750935872,0.5268158400948951,0.6756756756756757,0.19230769230769232,0.5434782608695652,0.29411764705882354,0.6024096385542169,-0.13917808219178074,0.5847503542900085
fusion,gated,isotonic,3,0.5129937629937631,0.595237497559479,0.2898411248604185,1.4412331126719555,0.17150751906461528,0.8402162490646585,-0.024675351149910426,0.4009822731452733,0.6216216216216216,0.5,0.6388888888888888,0.48148148148148145,0.6301369863013698,0.12093023255813962,0.5847503542900085
fusion,gated,uncalibrated,4,0.3264033264033264,0.527260890924385,0.2648576506581626,0.726225535534058,0.174442191918691,0.5058426856994629,-1.4407796501195134,1.0494299862921503,0.4594594594594595,0.3076923076923077,0.4857142857142857,0.2857142857142857,0.4722222222222222,-0.23021582733812962,0.6002323627471924
fusion,gated,temperature,4,0.3264033264033264,0.527260890924385,0.26789363784209774,0.7337880067226636,0.1880905454738682,0.5064427446125399,-1.306903084251203,1.0496456348001506,0.5135135135135135,0.23076923076923078,0.48717948717948717,0.25,0.5,-0.25867507886435326,0.6002323627471924
