arm,fusion,calibration,seed,auroc,auprc,brier,nll,ece,mce,cal_slope,cal_intercept,sensitivity,specificity,ppv,npv,f1,kappa,threshold
fusion,attention,uncalibrated,0,0.5800415800415801,0.700716474314059,0.23956366108599011,0.6719687290212033,0.03431247340308298,0.2578026354312897,2.582699767002549,-0.1867642704201408,0.1891891891891892,0.8846153846153846,0.7,0.4339622641509434,0.2978723404255319,0.06393516434038715,0.5849102139472961
fusion,attention,temperature,0,0.5800415800415801,0.700716474314059,0.24054702418167198,0.6740339786038191,0.04174786942764627,0.3800347477344659,3.016715258084391,-0.1879106245060041,0.1891891891891892,0.9615384615384616,0.875,0.45454545454545453,0.3111111111111111,0.12929112795363362,0.5849102139472961
fusion,attention,platt,0,0.41995841995842,0.5574267203643166,0.2599717174491524,0.7144997714527983,0.12795916421589054,0.6290251069739561,-1.0919714112112073,0.8034133084486356,0.6486486486486487,0.23076923076923078,0.5454545454545454,0.3157894736842105,0.5925925925925926,-0.12560909583107738,0.5849102139472961
fusion,attention,isotonic,0,0.5592515592515592,0.6347919347919346,0.241404903485054,0.88967529369818,0.04464782991799116,0.3333332432674408,0.06993441587173535,0.37534635536308325,0.972972972972973,0.07692307692307693,0.6,0.6666666666666666,0.7422680412371134,0.05745062836624781,0.5849102139472961
fusion,attention,uncalibrated,1,0.5242105263157895,0.6853621671290752,0.2451985615245413,0.6835348336008678,0.07820096280839706,0.07820096280839706,9.264261377909497,-0.5049551719273949,0.23684210526315788,0.84,0.6923076923076923,0.42,0.35294117647058826,0.06561797752808984,0.5293064117431641
fusion,attention,temperature,1,0.5242105263157895,0.6853621671290752,0.24134339751293973,0.675762840388513,0.050209079257028666,0.050209079257028666,4.314117859840761,-0.4966588361532213,1.0,0.0,0.6031746031746031,,0.7524752475247525,0.0,0.5293064117431641
fusion,attention,platt,1,0.4757894736842105,0.5875992056178122,0.2639454487505104,0.7266539579286817,0.15991457102811843,0.8039223925024453,-0.27960857076984696,0.5823956248689798,0.7105263157894737,0.2,0.574468085106383,0.3125,0.6352941176470588,-0.09534492428491292,0.5293064117431641
fusion,attention,isotonic,1,0.551578947368421,0.6324143692564745,0.23760639196073774,0.6680440602466999,0.02220531995133019,0.08928573131561279,2.9912240271484567,-0.6100264862512329,1.0,0.0,0.6031746031746031,,0.7524752475247525,0.0,0.5293064117431641
fusion,attention,uncalibrated,2,0.40540540540540543,0.5487003660931797,0.24887249468212294,0.6914650452060117,0.04979228405725391,0.09887865384419758,-2.547887782711533,1.2339519623446027,0.21621621621621623,0.7307692307692307,0.5333333333333333,0.3958333333333333,0.3076923076923077,-0.047091412742382266,0.6030310988426208
fusion,attention,temperature,2,0.40540540540540543,0.5487003660931797,0.2512504870710897,0.6971172762918966,0.09319354789465313,0.467768519735726,-1.9723992026350137,1.2330548620920943,0.3783783783783784,0.5384615384615384,0.5384615384615384,0.3783783783783784,0.4444444444444444,-0.0782396088019559,0.6030310988426208
fusion,attention,platt,2,0.40540540540540543,0.5487003660931797,0.2575441859306748,0.7116514538048204,0.11372359884698018,0.35978189876922184,-1.2126775659952544,0.860970180218441,0.32432432432432434,0.5384615384615384,0.5,0.358974358974359,0.39344262295081966,-0.12772133526850515,0.6030310988426208
fusion,attention,isotonic,2,0.3991683991683992,0.5389954080193706,0.2854719797615258,0.7730051321000881,0.18618855648366536,0.6477162504524069,-0.5273940369308953,0.5371258940179027,0.35135135135135137,0.5384615384615384,0.52,0.3684210526315789,0.41935483870967744,-0.10311284046692615,0.6030310988426208
fusion,attention,uncalibrated,3,0.5478170478170478,0.6418121642360599,0.2417143662603508,0.6763749889702183,0.02862658056001815,0.27196669578552246,0.7771423986441475,0.1696755197334891,0.7297297297297297,0.2692307692307692,0.5869565217391305,0.4117647058823529,0.6506024096385542,-0.0010958904109588108,0.5146058797836304
fusion,attention,temperature,3,0.5478170478170478,0.6418121642360599,0.2423966998602041,0.6783848765712691,0.05958241171253582,0.25756204462402094,0.4733198305048725,0.17086988418354368,0.8108108108108109,0.19230769230769232,0.5882352941176471,0.4166666666666667,0.6818181818181818,0.003389830508474523,0.5146058797836304
